,regulated_dam,height,length,volume,surface,drainage,inspection_frequency,distance_to_nearest_city,hazard,probability_of_failure,age,modification_count,years_from_modification,years_from_inspection,years_from_assessment,region_Flumevale,region_Lyndrassia,region_Navaldia,primary_purpose_Debris Control,"primary_purpose_Fire Protection, Stock, Or Small Fish Pond",primary_purpose_Fish and Wildlife Pond,primary_purpose_Flood Risk Reduction,primary_purpose_Grade Stabilization,primary_purpose_Hydroelectric,primary_purpose_Irrigation,primary_purpose_Navigation,primary_purpose_No Rocord,primary_purpose_Other,primary_purpose_Recreation,primary_purpose_Tailings,primary_purpose_Water Supply,primary_type_Arch,primary_type_Buttress,primary_type_Concrete,primary_type_Earth,primary_type_Gravity,primary_type_Masonry,primary_type_Multi-Arch,primary_type_Other,primary_type_Rockfill,primary_type_Roller-Compacted Concrete,primary_type_Stone,primary_type_Timber Crib,spillway_Controlled,spillway_No Rocord,spillway_Uncontrolled,assessment_Fair,assessment_Not Available,assessment_Not Rated,assessment_Poor,assessment_Satisfactory,assessment_Unsatisfactory
4914,0.6666666666666666,0.5342145337371023,0.4469640000794239,0.5555413902410116,0.1983644883971025,0.30858378291293925,0.0,0.013557858376511227,0.6666666666666666,0.097,0.23272727272727273,0.0,0.23272727272727273,0.23584905660377356,0.2355072463768116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17596,0.3333333333333333,0.465885661404319,0.44288563681172743,0.5555413902410116,0.2830700335326898,0.15429189145646963,0.0,0.7516839378238342,0.3333333333333333,0.1107,0.4109090909090909,0.0,0.4109090909090909,0.570754716981132,0.41304347826086957,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15637,0.6666666666666666,0.47926660881959704,0.41883833102714874,0.5555413902410116,0.3673649384240456,0.13294625119343767,0.5,0.043782383419689125,0.6666666666666666,0.0887,0.21454545454545457,0.16666666666666666,0.06181818181818182,0.05188679245283019,0.2173913043478261,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8120,0.3333333333333333,0.4071990630776822,0.4469640000794239,0.5555413902410116,0.29333432344799665,0.4717437298520884,0.0,0.0,0.3333333333333333,0.1057,0.2545454545454546,0.0,0.2545454545454546,0.36792452830188677,0.2572463768115942,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20012,0.6666666666666666,0.6701984303484391,0.5361001725462022,0.5140726908405983,0.5070969708414845,0.22935137975344488,0.5,0.2694300518134715,0.6666666666666666,0.1011,0.17454545454545456,0.0,0.17454545454545456,0.04245283018867925,0.007246376811594202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5210,0.3333333333333333,0.48943872186176446,0.4469640000794239,0.5555413902410116,0.23075459359134173,0.34019869776142164,0.0,0.1701208981001727,0.3333333333333333,0.0607,0.2109090909090909,0.0,0.2109090909090909,0.3113207547169811,0.213768115942029,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9263,0.3333333333333333,0.31339230755521874,0.6094516021224871,0.5555413902410116,0.2830700335326898,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.0888,0.19272727272727275,0.0,0.19272727272727275,0.2122641509433962,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15337,0.3333333333333333,0.4598963778975683,0.44970489696370497,0.5555413902410116,0.2830700335326898,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.1095,0.3490909090909091,0.0,0.3490909090909091,0.03773584905660377,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12044,0.3333333333333333,0.49062644310936276,0.4855018503816384,0.5555413902410116,0.2830700335326898,0.23883645172405887,0.0,0.11532815198618308,0.3333333333333333,0.059,0.31272727272727274,0.0,0.31272727272727274,0.4433962264150943,0.31521739130434784,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14540,0.3333333333333333,0.46617223620674003,0.3966282391022056,0.48191731414236494,0.40386300087191485,0.2571531524274494,1.0,0.043782383419689125,0.3333333333333333,0.0749,0.44727272727272727,0.0,0.44727272727272727,0.04716981132075472,0.025362318840579712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8585,1.0,0.40989342272381035,0.39060113445246564,0.5555413902410116,0.23075459359134173,0.13294625119343767,0.25,0.043782383419689125,1.0,0.1521,0.3563636363636364,0.0,0.3563636363636364,0.05660377358490566,0.358695652173913,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6279,0.3333333333333333,0.3407549324555499,0.4469640000794239,0.5555413902410116,0.2830700335326898,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.1221,0.19636363636363638,0.0,0.19636363636363638,0.29245283018867924,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11560,0.6666666666666666,0.5348186118177204,0.4331445907678504,0.5555413902410116,0.27664222336555466,0.11941822586202941,0.5,0.043782383419689125,0.6666666666666666,0.1234,0.5127272727272727,0.0,0.5127272727272727,0.05188679245283019,0.5144927536231884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9207,0.3333333333333333,0.4470590272545847,0.5008257165066046,0.5555413902410116,0.27248175432596566,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.1221,0.20363636363636364,0.0,0.20363636363636364,0.3018867924528302,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16851,1.0,0.5090370612180519,0.5318846642671924,0.4900029604212846,0.2830700335326898,0.23883645172405887,0.25,0.04905008635578584,1.0,0.1359,0.2109090909090909,0.0,0.2109090909090909,0.04716981132075472,0.010869565217391304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3766,0.3333333333333333,0.4077926190327616,0.3849455571168503,0.5555413902410116,0.2468944680204582,0.0,0.1,0.043782383419689125,0.3333333333333333,0.0643,0.33090909090909093,0.0,0.33090909090909093,0.07075471698113207,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3993,0.6666666666666666,0.5608253349736061,0.4745190876285702,0.5555413902410116,0.22811224374219893,0.0,0.5,0.043782383419689125,0.6666666666666666,0.0818,0.1890909090909091,0.0,0.1890909090909091,0.05188679245283019,0.1920289855072464,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12769,0.3333333333333333,0.2973926260715758,0.26906539772709603,0.5555413902410116,0.3909226924552477,0.11941822586202941,0.1,0.043782383419689125,0.3333333333333333,0.0577,0.3781818181818182,0.0,0.3781818181818182,0.0849056603773585,0.3804347826086956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11092,0.6666666666666666,0.5251308047515966,0.3476404781692628,0.4837684855986125,0.2792845732146974,0.23883645172405887,0.5,0.020293609671848015,0.6666666666666666,0.0964,0.4363636363636364,0.0,0.4363636363636364,0.04245283018867925,0.007246376811594202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2856,0.3333333333333333,0.46151976046735077,0.25837982337769994,0.5555413902410116,0.22811224374219893,0.19581466412345577,0.0,0.14650259067357513,0.3333333333333333,0.0759,0.3381818181818182,0.0,0.3381818181818182,0.06132075471698113,0.34057971014492755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
13307,0.3333333333333333,0.4892916347020953,0.3641767054752363,0.5555413902410116,0.260001889615184,0.15429189145646963,0.1,0.043782383419689125,0.3333333333333333,0.0648,0.44727272727272727,0.0,0.44727272727272727,0.05188679245283019,0.4492753623188406,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8350,0.6666666666666666,0.5222078587339621,0.4469640000794239,0.5555413902410116,0.2333008364096942,0.4162156021234585,0.0,0.1141623488773748,0.6666666666666666,0.1103,0.18545454545454546,0.0,0.18545454545454546,0.2783018867924528,0.18840579710144928,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15376,0.3333333333333333,0.5521167163498475,0.4317237656429192,0.5313666958100497,0.3134760848309275,0.23883645172405887,0.0833333333333333,0.14667530224525044,0.3333333333333333,0.0446,0.26545454545454544,0.16666666666666666,0.08,0.04716981132075472,0.2681159420289855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
782,0.3333333333333333,0.486152187516212,0.4469640000794239,0.5555413902410116,0.15383639572756114,0.3527102864369183,0.0,0.11442141623488773,0.3333333333333333,0.1122,0.27272727272727276,0.0,0.27272727272727276,0.3915094339622641,0.2753623188405797,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15424,0.3333333333333333,0.33572342150396517,0.2620955402386576,0.5555413902410116,0.41326673963053784,0.051430630485489875,0.1,0.043782383419689125,0.3333333333333333,0.0487,0.33090909090909093,0.0,0.33090909090909093,0.05660377358490566,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
18098,0.6666666666666666,0.6128632304344377,0.49719544559445805,0.5409639349324059,0.3747047862978678,0.23580751216441742,0.5,0.0,0.6666666666666666,0.0889,0.24363636363636365,0.0,0.24363636363636365,0.04245283018867925,0.007246376811594202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16486,0.3333333333333333,0.38553808004320855,0.6233805585565814,0.6224643629702283,0.42710749281032545,0.14438403363796587,1.0,0.006649395509499136,0.3333333333333333,0.0588,0.15272727272727274,0.0,0.15272727272727274,0.04245283018867925,0.025362318840579712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11468,0.3333333333333333,0.41316725762731843,0.44288563681172743,0.5555413902410116,0.2830700335326898,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.0808,0.2290909090909091,0.0,0.2290909090909091,0.09433962264150944,0.028985507246376812,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5440,0.3333333333333333,0.5098942400157132,0.4469640000794239,0.5555413902410116,0.20974308237849215,0.47018432992291664,0.0,0.0,0.3333333333333333,0.0762,0.21454545454545457,0.0,0.20727272727272728,0.18867924528301885,0.036231884057971016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17804,0.3333333333333333,0.5521596675539566,0.5074521510467894,0.5555413902410116,0.2830700335326898,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.0749,0.1890909090909091,0.0,0.1890909090909091,0.2641509433962264,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1469,0.3333333333333333,0.48935702464567593,0.4469640000794239,0.5555413902410116,0.17397815711049197,0.3806318955550897,0.0,0.0,0.3333333333333333,0.1004,0.21454545454545457,0.0,0.20727272727272728,0.18867924528301885,0.036231884057971016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8511,0.3333333333333333,0.439016102069317,0.4842372292016519,0.5555413902410116,0.29007727289054397,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.1069,0.4254545454545455,0.0,0.4254545454545455,0.21698113207547168,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
18593,0.6666666666666666,0.6112379902191015,0.5367825425857441,0.5555413902410116,0.4422897216108846,0.10286126097097975,0.25,0.0,0.6666666666666666,0.0745,0.16363636363636364,0.16666666666666666,0.10909090909090909,0.04716981132075472,0.043478260869565216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3630,0.3333333333333333,0.41212960479814104,0.27549856081552665,0.5555413902410116,0.2830700335326898,0.23883645172405887,0.0,0.11303972366148532,0.3333333333333333,0.0911,0.24363636363636365,0.0,0.24363636363636365,0.35377358490566035,0.2463768115942029,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12573,0.3333333333333333,0.4551644173271353,0.4719021476772172,0.5555413902410116,0.2830700335326898,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.0877,0.2181818181818182,0.0,0.2181818181818182,0.19339622641509432,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11582,0.3333333333333333,0.3645165516528943,0.39060113445246564,0.5555413902410116,0.3647367600071822,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.0724,0.21454545454545457,0.0,0.20727272727272728,0.25943396226415094,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
5780,0.3333333333333333,0.3113088064884676,0.39806947938553466,0.5555413902410116,0.2830700335326898,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.0932,0.36363636363636365,0.0,0.36363636363636365,0.5094339622641509,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11461,0.3333333333333333,0.4488057242614539,0.4469640000794239,0.5555413902410116,0.3013446453061503,0.6004337699118139,0.0,0.020768566493955094,0.3333333333333333,0.1113,0.26545454545454544,0.0,0.26545454545454544,0.3820754716981132,0.2681159420289855,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1116,1.0,0.3813214309853983,0.44288563681172743,0.5555413902410116,0.23575771870419024,0.11941822586202941,0.25,0.043782383419689125,1.0,0.1773,0.21454545454545457,0.0,0.20727272727272728,0.05660377358490566,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17628,0.6666666666666666,0.5085778809396435,0.5317404194244189,0.5707643541788667,0.3798222386094333,0.23883645172405887,0.5,0.0,0.6666666666666666,0.0867,0.4509090909090909,0.0,0.4509090909090909,0.04245283018867925,0.007246376811594202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
13708,0.3333333333333333,0.47604987325018944,0.4615381762855212,0.5555413902410116,0.2752826862608831,0.23883645172405887,0.0,0.043782383419689125,0.3333333333333333,0.0941,0.21454545454545457,0.0,0.21454545454545457,0.3160377358490566,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5236,1.0,0.5322281106958704,0.4171495894368219,0.5942538567553725,0.23813130061891705,0.23883645172405887,0.1,0.053842832469775476,1.0,0.0834,0.19636363636363638,0.0,0.19636363636363638,0.05660377358490566,0.06159420289855072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12478,1.0,0.6015450618502198,0.49849479609344444,0.6053880298441496,0.30680304162520355,0.23883645172405887,0.5,0.014248704663212434,1.0,0.1223,0.4,0.0,0.4,0.03773584905660377,0.0036231884057971015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
10810,0.3333333333333333,0.5357920659295017,0.4730753580328437,0.5274473405237234,0.25468181529226486,0.08151562070794777,0.0833333333333333,0.15639032815198617,0.3333333333333333,0.0472,0.27272727272727276,0.0,0.27272727272727276,0.05188679245283019,0.014492753623188406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
9726,0.3333333333333333,0.47027626277903267,0.40878362658280576,0.5555413902410116,0.2830700335326898,0.23883645172405887,0.0,0.05604490500863558,0.3333333333333333,0.1224,0.19272727272727275,0.0,0.19272727272727275,0.28773584905660377,0.036231884057971016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20582,0.6666666666666666,0.520067366691911,0.39735196540364437,0.5667133333822392,0.6320509399363328,0.2840802739256779,0.5,0.013687392055267703,0.6666666666666666,0.1519,0.2690909090909091,0.0,0.2690909090909091,0.05188679245283019,0.2717391304347826,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8043,0.3333333333333333,0.5156373316863048,0.4469640000794239,0.5555413902410116,0.23575771870419024,0.41756225824470955,0.0,0.10302245250431778,0.3333333333333333,0.1045,0.2109090909090909,0.0,0.2109090909090909,0.3113207547169811,0.213768115942029,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13289,0.6666666666666666,0.5247830547546377,0.4469640000794239,0.5555413902410116,0.29542444764381387,0.49691133917931035,0.0,0.014378238341968913,0.6666666666666666,0.1104,0.11999999999999998,0.0,0.11999999999999998,0.19339622641509432,0.12318840579710146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5471,0.3333333333333333,0.33695196100531866,0.5514545228579656,0.5555413902410116,0.3076727914551223,0.23883645172405887,0.0833333333333333,0.007210708117443869,0.3333333333333333,0.0781,0.4109090909090909,0.0,0.4109090909090909,0.19339622641509432,0.41304347826086957,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
